伏爾泰	法国	幾個蒼蠅咬幾口，決不能羈留一匹英勇的奔馬。	
伏爾泰	法国	神聖羅馬帝國既不神聖，亦非羅馬，更非帝國。	
伏爾泰	法国	我敬愛上帝，愛朋友，不恨敵人，厭惡迷信到死。	
伏爾泰	法国	现在，现在，我的好兄弟，我可没时间再树敌了。	伏尔泰临终前，一位牧师请他与撒旦断绝关系。
伏爾泰	法国	使人疲惫的不是远方的高山，而是鞋里的一粒沙子。	
伏爾泰	法国	我不同意你的观点，但是我誓死捍卫你说话的权利。	
伏爾泰	法国	沒有所謂運氣這回事。一切無非是考驗、懲罰或補償。	
伏爾泰	法国	親愛的讀者，請您相信我這句話吧：萬萬不可以輕易相信。	
伏爾泰	法国	我已经听厌了那十二个人是怎样建立起基督教的，我倒想说，仅凭一个人就可以摧毁它。	
伏爾泰	法国	整齊劃一，人們沒有獨立思考，社會表面平靜，並不是幸福，這不過是「沉默地划著船的奴隸的平靜」。	
伏爾泰	法国	人类肯定想象不出来一个比这更好的政府：一切都由一级从属一级的衙门来裁决，官员必须经过好几次严格的考试才被录用。	原文：L’esprit humain ne peut certainement imaginer un gouvernement meilleur que celui où tout se décide par de grands tribunaux, subordonnés les uns aux autres, dont les membres ne sont reçus qu’après plusieurs examens sévères.
伏爾泰	法国	人生最大的发现是发现自己是一块有用之材，最大的工程是把这块材料打造成有用的东西，最大的奉献就是把这块东西奉献给社会。	
伏爾泰	法国	世界上的任何伟大业绩几乎从来都只能依靠一个人的天才和坚定性才得以实现，因为他必须同众人的偏见作斗争，或者将偏见给予众人。	原文：Il ne s’est presque jamais rien fait de grand dans le monde que par le génie et la fermeté d’un seul homme qui lutte contre les préjugés de la multitude, ou qui lui en donne.
亞歷山大·仲馬	法国	事業是什麼？簡單得很，那是指別人家的金錢。	
威廉·莎士比亚	英国	該放棄的決不挽留。	
威廉·莎士比亚	英国	书籍是全世界的营养品。	
威廉·莎士比亚	英国	脆弱，你的名字是女人！	
威廉·莎士比亚	英国	知过则改永远是不嫌迟的。	
威廉·莎士比亚	英国	世事本無好壞，思想使然耳。	
威廉·莎士比亚	英国	洪水可以從涓滴的細水中發生。	
威廉·莎士比亚	英国	自己的行动，而不是倚恃家门。	
威廉·莎士比亚	英国	使心地清净是青年人最大的诫命。	
威廉·莎士比亚	英国	不速之客只在告辭以後才最受歡迎。	
威廉·莎士比亚	英国	生存，还是毁灭，这正是问题所在。	To be, or not to be… that is the question.
威廉·莎士比亚	英国	聽見樹林的呢喃、發現溪流中的知識。	
威廉·莎士比亚	英国	死是可怕的。耻辱的生命是尤其可恼的。	
威廉·莎士比亚	英国	真正的鬥士，永遠願意承認自己的失敗。	
威廉·莎士比亚	英国	丑恶的海怪也比不上忘恩的儿女那样可怕。	
威廉·莎士比亚	英国	把名誉从我身上拿走，我的生命也就完了。	
威廉·莎士比亚	英国	整个世界是座舞台，男男女女，演员而已。	
威廉·莎士比亚	英国	美滿的愛情，使鬥士緊繃的心情鬆弛下來。	
威廉·莎士比亚	英国	在命运的颠沛中，很容易看出一个人的气节。	
威廉·莎士比亚	英国	一個驕傲的人，結果總是在驕傲裡毀滅了自己。	
